attrition_flag,dependent_count,education_level,income_category,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,total_revolving_bal,total_trans_ct,gender_M,marital_status_Other,marital_status_Single,card_category_Gold,card_category_Platinum,card_category_Silver
1,0.6000000000000001,0,4,0.0,0.5,0.6666666666666666,0.956694477552642,0.22807017543859648,1,1,0,0,0,0
1,0.2,4,4,0.6000000000000001,0.3333333333333333,0.5,0.12753277711561384,0.2631578947368421,1,0,0,0,0,0
1,0.8,4,3,0.2,0.5,0.8333333333333333,0.12395709177592372,0.10526315789473684,1,1,0,0,0,0
1,0.6000000000000001,4,4,0.6000000000000001,0.6666666666666666,0.5,1.0,0.18421052631578944,1,0,0,0,0,0
1,0.4,2,0,1.0000000000000002,0.6666666666666666,0.5,1.0,0.16666666666666669,0,1,0,0,0,0
1,0.8,3,2,0.6000000000000001,0.6666666666666666,0.6666666666666666,1.0,0.12280701754385964,0,0,0,0,0,0
1,0.4,2,2,0.2,1.0,0.6666666666666666,0.2586412395709178,0.2807017543859649,1,0,1,0,0,0
1,0.4,5,5,0.4000000000000001,0.3333333333333333,0.5,0.0,0.28947368421052627,1,0,0,0,0,0
1,0.6000000000000001,0,2,0.4000000000000001,0.5,0.6666666666666666,0.0,0.17543859649122806,1,0,0,0,0,0
1,0.8,4,2,0.4000000000000001,0.6666666666666666,0.6666666666666666,0.0,0.22807017543859648,0,0,1,0,0,0
1,0.4,4,4,1.0000000000000002,0.3333333333333333,0.6666666666666666,0.0,0.22807017543859648,1,0,1,0,0,0
1,0.8,0,2,0.0,0.5,0.6666666666666666,0.8704807310290028,0.22807017543859648,1,0,1,0,0,0
1,0.6000000000000001,1,4,0.4000000000000001,0.5,0.5,0.0,0.14912280701754382,1,0,0,0,0,0
1,0.6000000000000001,4,3,0.6000000000000001,0.3333333333333333,0.5,0.0,0.2631578947368421,1,1,0,0,0,0
1,0.4,3,1,0.4000000000000001,0.8333333333333333,0.16666666666666666,0.865315852205006,0.24561403508771928,0,0,1,0,0,0
1,0.0,2,0,0.4000000000000001,1.0,0.5,0.18951132300357568,0.15789473684210525,0,0,1,0,0,0
1,0.4,1,0,0.8,0.5,0.6666666666666666,0.0,0.24561403508771928,0,0,1,0,0,0
1,0.4,2,4,0.4000000000000001,0.3333333333333333,0.6666666666666666,0.0,0.2982456140350877,1,0,0,0,0,0
1,0.6000000000000001,3,3,1.0000000000000002,0.5,0.6666666666666666,0.7234803337306317,0.22807017543859648,1,0,1,0,0,0
1,0.8,2,3,0.0,0.5,0.3333333333333333,0.0,0.25438596491228066,1,0,0,0,0,0
1,0.8,4,4,0.8,0.5,0.6666666666666666,0.8601509733810091,0.21929824561403505,1,0,0,0,0,0
1,0.6000000000000001,4,1,0.2,0.5,0.5,1.0,0.24561403508771928,0,0,0,0,0,0
1,0.2,1,5,0.4000000000000001,0.16666666666666666,0.6666666666666666,0.09455701231624951,0.22807017543859648,1,0,0,0,0,0
1,0.2,0,2,0.2,0.5,0.5,1.0,0.14912280701754382,0,0,0,0,0,0
1,0.8,1,5,0.4000000000000001,0.5,0.6666666666666666,0.11044894715931665,0.30701754385964913,1,0,1,0,0,0
1,0.8,4,2,0.2,0.5,1.0,0.8637266587206992,0.2807017543859649,1,1,0,0,0,0
1,0.4,2,4,0.6000000000000001,0.5,0.5,1.0,0.25438596491228066,1,0,1,0,0,0
1,0.6000000000000001,1,2,0.4000000000000001,0.3333333333333333,0.6666666666666666,0.0,0.13157894736842107,0,0,1,0,0,0
1,0.4,0,1,0.0,0.3333333333333333,0.5,1.0,0.24561403508771928,0,0,1,0,0,1
1,0.6000000000000001,1,5,0.0,0.5,0.6666666666666666,0.0,0.2017543859649123,1,1,0,0,0,0
1,0.6000000000000001,1,3,0.2,0.5,0.5,0.3432657926102503,0.3508771929824561,1,0,1,0,0,0
1,0.6000000000000001,4,2,0.4000000000000001,0.3333333333333333,0.5,0.5736988478347239,0.16666666666666669,1,0,0,0,0,0
1,0.8,4,4,0.4000000000000001,0.16666666666666666,0.6666666666666666,0.0,0.2631578947368421,1,0,1,0,0,0
1,0.2,1,1,0.2,0.3333333333333333,0.5,0.23043305522447358,0.2368421052631579,0,0,0,0,0,0
1,0.8,0,3,0.0,0.5,0.3333333333333333,0.0,0.19298245614035087,1,0,1,0,0,0
1,0.0,5,3,0.2,0.5,0.6666666666666666,0.20023837902264602,0.22807017543859648,1,0,0,0,0,0
1,0.6000000000000001,5,1,0.4000000000000001,0.5,0.6666666666666666,0.0,0.22807017543859648,0,1,0,0,0,0
1,0.6000000000000001,0,1,0.2,0.5,0.16666666666666666,1.0,0.18421052631578944,0,0,0,0,0,0
1,0.0,4,2,0.4000000000000001,0.5,0.6666666666666666,0.0,0.2807017543859649,0,0,1,0,0,0
1,1.0,4,1,0.2,0.5,0.6666666666666666,0.0,0.24561403508771928,0,0,0,0,0,0
1,0.0,4,1,0.4000000000000001,0.5,0.8333333333333333,1.0,0.2719298245614035,1,0,1,0,0,0
1,0.4,2,4,0.0,0.3333333333333333,0.5,0.18434644417957885,0.19298245614035087,1,0,1,0,0,0
1,0.8,4,5,0.8,0.5,0.3333333333333333,0.0,0.2017543859649123,1,0,1,0,0,1
1,0.4,4,2,0.2,0.3333333333333333,0.6666666666666666,0.0,0.18421052631578944,1,1,0,0,0,0
1,0.6000000000000001,3,4,0.4000000000000001,0.5,0.3333333333333333,0.0,0.15789473684210525,1,0,1,0,0,0
1,0.0,4,1,0.8,1.0,0.5,0.6082638061183949,0.2982456140350877,0,0,1,0,0,0
1,0.6000000000000001,4,2,0.2,0.5,0.6666666666666666,0.0,0.2368421052631579,0,1,0,0,0,0
1,1.0,4,3,0.0,0.5,0.5,0.25148986889153757,0.2807017543859649,1,0,1,0,0,0
1,0.6000000000000001,1,2,0.4000000000000001,0.5,0.5,0.0,0.2017543859649123,0,0,1,0,0,0
1,0.6000000000000001,4,2,0.2,0.3333333333333333,1.0,0.9761620977353993,0.37719298245614036,1,0,0,0,0,0
1,0.0,5,1,1.0000000000000002,0.5,0.8333333333333333,0.12951926897099722,0.13157894736842107,0,0,1,0,0,0
1,0.6000000000000001,4,4,0.4000000000000001,0.5,0.3333333333333333,0.0,0.24561403508771928,1,0,0,0,0,0
1,0.2,5,2,0.2,0.5,0.3333333333333333,0.0,0.24561403508771928,0,0,0,0,0,0
1,0.4,4,5,0.0,0.5,0.16666666666666666,0.3218116805721096,0.19298245614035087,1,0,1,0,0,0
1,0.0,1,5,0.6000000000000001,0.8333333333333333,0.8333333333333333,0.8927294398092968,0.3245614035087719,1,0,1,0,0,0
1,0.6000000000000001,2,3,0.2,0.5,0.3333333333333333,0.0,0.24561403508771928,1,0,1,0,0,0
1,1.0,4,1,0.4000000000000001,0.5,0.5,0.0,0.2631578947368421,0,0,0,0,0,0
1,0.4,4,4,0.8,0.5,0.5,0.0,0.2017543859649123,1,0,1,0,0,0
1,0.6000000000000001,4,3,0.8,0.3333333333333333,0.3333333333333333,0.15494636471990464,0.24561403508771928,1,0,0,0,0,0
1,0.4,4,1,1.0000000000000002,0.5,0.3333333333333333,0.4322606277314263,0.22807017543859648,0,0,0,0,0,0
1,0.6000000000000001,4,3,0.6000000000000001,0.3333333333333333,0.5,0.0,0.16666666666666669,1,0,0,0,0,0
1,0.2,5,2,1.0000000000000002,0.5,0.3333333333333333,0.9499404052443385,0.2807017543859649,0,0,1,0,0,0
1,0.6000000000000001,3,4,0.0,0.5,0.5,0.0,0.25438596491228066,1,0,1,0,0,1
1,0.4,4,5,0.8,0.3333333333333333,0.16666666666666666,0.48827969805323795,0.18421052631578944,1,0,1,0,0,0
1,0.8,2,3,0.4000000000000001,0.5,0.3333333333333333,0.6499801350814461,0.3245614035087719,1,0,0,0,0,0
1,0.6000000000000001,4,1,0.2,0.5,0.5,0.7020262216924911,0.21052631578947367,1,0,0,0,0,0
1,0.6000000000000001,2,5,1.0000000000000002,0.16666666666666666,0.5,0.0,0.24561403508771928,1,0,1,0,0,0
1,0.8,0,2,0.8,0.6666666666666666,0.5,0.0,0.21052631578947367,1,0,0,0,0,0
1,0.4,2,2,0.2,0.5,0.6666666666666666,0.20341676599125944,0.10526315789473684,1,1,0,0,0,0
1,0.4,4,0,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,0,0,0,0
1,0.0,4,1,0.2,0.5,0.5,0.0,0.21052631578947367,0,1,0,0,0,0
1,0.6000000000000001,1,1,0.4000000000000001,0.16666666666666666,0.16666666666666666,1.0,0.2631578947368421,0,0,1,0,0,0
1,0.6000000000000001,1,1,0.6000000000000001,0.5,0.5,0.0,0.2017543859649123,0,0,0,0,0,0
1,0.4,4,2,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.0,0.30701754385964913,0,0,0,0,0,0
1,0.2,4,3,0.4000000000000001,0.5,0.3333333333333333,0.0,0.30701754385964913,1,0,1,0,0,0
1,0.8,0,0,0.4000000000000001,0.5,0.5,0.0,0.21052631578947367,1,1,0,0,0,0
1,0.6000000000000001,2,1,0.4000000000000001,0.5,0.5,0.0,0.2631578947368421,0,1,0,0,0,0
1,0.6000000000000001,2,4,0.2,0.3333333333333333,0.5,0.9213349225268176,0.3245614035087719,1,0,1,0,0,0
1,0.4,0,2,0.2,0.5,0.3333333333333333,0.6837504966229638,0.15789473684210525,1,1,0,0,0,0
1,0.6000000000000001,5,5,0.4000000000000001,0.3333333333333333,0.3333333333333333,0.21930870083432658,0.30701754385964913,1,0,0,0,0,0
1,0.6000000000000001,2,3,0.4000000000000001,0.3333333333333333,0.16666666666666666,0.9264998013508144,0.3245614035087719,1,0,0,0,0,0
1,0.6000000000000001,1,3,1.0000000000000002,0.3333333333333333,0.16666666666666666,1.0,0.2719298245614035,1,0,1,0,0,0
1,0.2,1,1,0.4000000000000001,0.5,0.5,0.6372665872069925,0.17543859649122806,0,0,1,0,0,0
1,0.4,3,0,0.2,0.5,0.3333333333333333,0.0,0.2368421052631579,0,1,0,0,0,0
1,0.4,4,2,0.4000000000000001,0.5,0.6666666666666666,0.0,0.2631578947368421,0,0,0,0,0,0
1,0.8,1,4,0.2,0.5,0.3333333333333333,0.0,0.2719298245614035,1,0,0,0,0,0
1,0.2,1,1,0.2,0.5,0.3333333333333333,0.0,0.2631578947368421,0,0,1,0,0,0
1,0.2,2,4,0.2,0.3333333333333333,0.5,0.0,0.17543859649122806,1,1,0,1,0,0
1,0.6000000000000001,2,0,0.0,0.5,0.3333333333333333,0.6777910210568137,0.37719298245614036,0,0,1,0,0,0
1,0.6000000000000001,5,1,0.0,0.5,0.16666666666666666,0.7810885975367501,0.2368421052631579,0,0,1,0,0,0
1,0.4,4,0,0.4000000000000001,0.3333333333333333,0.5,0.22646007151370678,0.2719298245614035,0,0,1,0,0,0
1,0.4,4,1,0.2,0.5,0.5,0.0,0.19298245614035087,0,0,1,0,0,0
1,0.6000000000000001,5,3,0.4000000000000001,0.5,0.5,0.5439014700039729,0.24561403508771928,1,0,1,0,0,0
